,name,address,lat,lon,coordinates,rating
2100,Dong Bei Cuisine,Dong Bei Cuisine - People's Park Food Centre [Stall 1054],1.2844991,103.8424245,"[1.2844991, 103.8424245]",4.1
2101,Imperial Herbal Restaurant,Imperial Herbal Restaurant - 382 Havelock Road,1.2894045,103.83660342073247,"[1.2894045, 103.83660342073247]",3.8
2102,Wang Da Ye Bbq,Wang Da Ye Bbq 王大爷烧烤 & 川菜馆  - Mosque Street,1.2839101025,103.8446559,"[1.2839101025, 103.8446559]",4.2
2103,Ban Mian and Fish Soup (Sin Long),Ban Mian and Fish Soup (Sin Long) - Zion Road,1.29258445,103.8313036,"[1.29258445, 103.8313036]",
2104,The Platterz,The Platterz - Robertson Quay,1.2901405,103.83692666666668,"[1.2901405, 103.83692666666668]",3.1
2105,Wip Wup Bistro,Wip Wup Bistro - Boat Quay Conservation Area,1.28791,103.84896,"[1.28791, 103.84896]",5.0
2106,Jarrell's Bistro,Jarrell's Bistro - Telok Ayer Conservation Area,1.282051,103.848476,"[1.282051, 103.848476]",
2107,Harry's,Harry's - Marina Bay Link Mall,1.2801074666666663,103.8546104,"[1.2801074666666663, 103.8546104]",4.1
2108,Curry Home,Curry Home - Rodyk Street,1.2899222,103.83733213605156,"[1.2899222, 103.83733213605156]",4.5
2109,Qin Ji Rougamo,Qin Ji Rougamo - Guoco Tower,1.2767697076869524,103.84554912268464,"[1.2767697076869524, 103.84554912268464]",4.6
2110,The Original Katong Laksa Since 1950s,The Original Katong Laksa Since 1950s - Chinatown Point [Islandwide Delivery],1.285040174200283,103.84476215,"[1.285040174200283, 103.84476215]",4.3
2111,Ya Kun Kaya Toast,Ya Kun Kaya Toast - Tiong Bahru Plaza,1.28667207142189,103.82706669633046,"[1.28667207142189, 103.82706669633046]",4.3
2112,Mr. Samurai,Mr. Samurai - AXA Tower,1.27575654294579,103.8469381,"[1.27575654294579, 103.8469381]",5.0
2113,Mun Chee Kee - Pig Organ Soup,Mun Chee Kee - Pig Organ Soup - New Market Road,1.2847862,103.8424595,"[1.2847862, 103.8424595]",4.1
2114,MOS Burger,MOS Burger - 100AM,1.2747665857142856,103.84353046,"[1.2747665857142856, 103.84353046]",4.3
2115,Kan Sushi,Kan Sushi - International Plaza,1.2760437,103.8464659,"[1.2760437, 103.8464659]",3.6
2116,Jia Wang Cafe,Jia Wang Cafe - Jalan Bukit Ho Swee,1.2874046,103.8309704,"[1.2874046, 103.8309704]",4.3
2117,Starbucks,Starbucks - Tanjong Pagar Centre,1.2765372,103.8449558,"[1.2765372, 103.8449558]",4.3
2118,Shuttl.96,Shuttl.96 - Havelock Road,1.28835525725624,103.829340141616,"[1.28835525725624, 103.829340141616]",5.0
2119,Don Don DonKi,Don Don Donki - 100 AM,1.2747673,103.843554175,"[1.2747673, 103.843554175]",4.7
2120,Zooshi,Zooshi - International Plaza,1.2760072,103.8461177,"[1.2760072, 103.8461177]",5.0
2121,Angie's Oyster Bar & Grill,Angie's Oyster Bar & Grill - Tan Boon Liat Building,1.287163136,103.8346077,"[1.287163136, 103.8346077]",
2122,Jollibean,Jollibean - Tanjong Pagar MRT,1.276679625,103.84603211666668,"[1.276679625, 103.84603211666668]",4.3
2123,Chen's Mapo Tofu,Chen's Mapo Tofu - Downtown Gallery [Islandwide Delivery],1.2777989673751335,103.8490800379298,"[1.2777989673751335, 103.8490800379298]",4.3
2124,China Square Fried Fish Soup,China Square Fried Fish Soup - Blanco Court,1.27650715,103.8456012,"[1.27650715, 103.8456012]",4.1
2125,Blessed Burrito Bowls,Blessed Burrito Bowls - Tanjong Pagar Centre,1.2770064,103.845872,"[1.2770064, 103.845872]",
2126,F.EAST,F.EAST - Havelock Road,1.28947690625,103.82901560530576,"[1.28947690625, 103.82901560530576]",
2127,Toast Box,Toast Box - 100 AM,1.2747342000000002,103.84350995384617,"[1.2747342000000002, 103.84350995384617]",4.2
2128,Xpressflower.com,Xpressflower - Guoco Tower (Precious Thoughts),1.2768008666666666,103.8454308,"[1.2768008666666666, 103.8454308]",5.0
2129,Kintamani Indonesian Restaurant,Kintamani Indonesian Restaurant - Furama Riverfront,1.2875419797927492,103.8360578672182,"[1.2875419797927492, 103.8360578672182]",4.4
2130,Kipos Gourmet,Kipos Gourmet - Guoco Tower,1.2766728,103.8451265,"[1.2766728, 103.8451265]",4.6
2131,Mr Biryani,Mr Biryani - AXA Tower,1.2756768,103.8470242,"[1.2756768, 103.8470242]",4.6
2132,Yanti Nasi Padang,Yanti Nasi Padang - Keong Saik Road,1.2803756,103.841615,"[1.2803756, 103.841615]",4.2
2133,Aburi-EN,Aburi-EN - Guoco Tower,1.276819025,103.84547311428572,"[1.276819025, 103.84547311428572]",4.5
2134,SaladStop!,SaladStop! - Capital Tower,1.277608173077359,103.8480298,"[1.277608173077359, 103.8480298]",4.4
2135,Proofer Bakery and Pizzeria,Proofer Bakery and Pizzeria - Tanjong Pagar,1.27675098,103.84548615,"[1.27675098, 103.84548615]",4.2
2136,Pura Brasa,Pura Brasa - Guoco Tower,1.2766338,103.84629823333334,"[1.2766338, 103.84629823333334]",4.6
2137,Rollie Olie,Rollie Olie - Singapore Business Federation Center - Catering ,1.2779176620874215,103.84795399899082,"[1.2779176620874215, 103.84795399899082]",2.0
2138,Lai 77,Lai 77 - Neil Road,1.27905,103.84221,"[1.27905, 103.84221]",
2139,Kreams,Kreams - Maxwell Chambers,1.2776011,103.8462885,"[1.2776011, 103.8462885]",5.0
2140,Ugly Dumplings & Fried Rice,Ugly Dumplings & Fried Rice - Neil Road,1.2797427974753075,103.84249209821382,"[1.2797427974753075, 103.84249209821382]",4.2
2141,Cheers (FairPrice Xpress),Cheers (FairPrice Xpress) - Tanjong Pagar MRT,1.2766910666666669,103.8459398,"[1.2766910666666669, 103.8459398]",3.3
2142,Sin Manbok,Sin Manbok - Tanjong Pagar Road,1.277849,103.843679,"[1.277849, 103.843679]",5.0
2143,Cui Lin Mei Shi,Cui Lin Mei Shi - Tanjong Pagar Plaza,1.275492,103.843177,"[1.275492, 103.843177]",
2144,Elan Skincare,Elan Skincare - Robinson Road,1.27818902393322,103.847915348925,"[1.27818902393322, 103.847915348925]",
2145,The Food Peeps,The Food Peeps - Maxwell House,1.27921771,103.84463135,"[1.27921771, 103.84463135]",4.7
2146,Four Points Eatery,"Four Points Eatery - Four Points by Sheraton Singapore, Riverview",1.289237,103.836567672774,"[1.289237, 103.836567672774]",
2147,Let's Go Coconuts! (by Dusk X Dawn),Let's Go Coconuts! (by Dusk X Dawn) - Tanjong Pagar Centre,1.276709,103.845931,"[1.276709, 103.845931]",4.4
